122 Clones Eliminated
(-503.700, 379.620)
(-1008.760, 96.790)
(-813.330, -23.370)
(-985.460, -336.080)
(-289.880, 393.920)
(-735.850, 542.190)
(-309.230, 253.510)
(554.450, 376.940)
(-799.320, -945.260)
(111.720, 173.620)
(-269.730, -117.660)
(885.660, 545.210)
(-625.590, 330.180)
(903.890, 522.750)
(-596.480, -390.860)
(-1034.720, 522.570)
(-181.980, 130.030)
(-1061.890, -763.820)
(-242.360, -552.150)
(-392.920, 9.600)
(-308.410, -376.200)
(-359.360, -274.400)
(-775.470, 419.940)
(-345.380, 35.520)
(1019.320, 560.060)
(-740.340, 732.020)
(282.720, 342.810)
(-683.170, -633.740)
(507.360, 435.640)
(569.780, 986.710)
(-768.740, 366.570)
(-621.390, 309.710)
(645.460, 759.880)
(-371.110, 199.550)
(-1032.880, -1020.000)
(681.710, 527.590)
(564.650, 915.560)
(-79.390, 391.270)
(-501.790, -729.980)
(-63.620, -642.050)
(-205.460, -70.930)
(-989.890, -825.750)
(-45.460, -271.720)
(922.910, 479.070)
(-97.790, 270.700)
(350.190, 279.600)
(-239.590, 9.400)
(-907.740, 494.280)
(177.350, 362.410)
(-290.780, -795.970)
(852.960, 549.830)
(-476.760, 125.180)
(-929.640, 89.010)
(711.100, 383.940)
(-200.470, -652.240)
(-949.660, 827.080)
(917.140, 608.760)
(-875.690, 785.590)
(-306.930, -151.830)
(-316.310, -283.430)
(-741.400, 505.510)
(301.010, 227.010)
(-424.350, -636.060)
(-804.100, 414.050)
(-739.350, -200.860)
(-693.290, -424.030)
(-356.020, 309.030)
(-156.480, -505.000)
(-145.640, -40.420)
(-828.190, 481.520)
(-332.540, -644.730)
(-999.350, 890.820)
(-286.440, -623.000)
(-328.530, -218.000)
(-143.480, -623.230)
(-398.750, -621.900)
(-471.380, 80.820)
(-576.930, -936.390)
(-958.470, -637.070)
(-819.000, 379.890)
(-338.120, -326.220)
(-913.820, 322.480)
(671.190, 1115.200)
(-595.510, -196.890)
(508.120, 636.300)
(-306.970, -393.810)
(144.490, 71.890)
(-520.680, -532.410)
(290.430, 428.390)
(-149.000, 153.430)
(-369.160, 243.320)
(681.170, 669.900)
(-800.910, -908.390)
(-1148.270, -603.920)
(-776.330, 336.410)
(-696.990, 695.210)
(-1210.390, -1070.700)
(695.380, 467.360)
(-719.060, -435.650)
(-653.100, -696.270)
(35.770, 284.580)
(604.940, 909.070)
(-309.480, -174.140)
(320.890, 330.810)
(-697.930, -204.250)
(-364.720, -441.990)
(-1025.840, 457.670)
(-637.480, -158.490)
(-13.670, -130.430)
(218.870, 201.780)
(-752.110, -172.780)
(-810.320, -743.220)
(-949.220, 150.350)
(-485.810, -303.080)
(436.720, 850.420)
(242.540, 259.210)
(514.850, 968.790)
(-202.650, 201.990)
(-438.090, 39.630)
(-950.600, 187.070)
(-836.470, -111.600)
(601.280, 528.900)
(155.630, 94.650)
(-679.960, -606.870)
(-330.300, 177.920)
(-426.050, -247.990)
(-739.520, -545.730)
(-548.530, 269.910)
(363.020, 596.990)
(-974.450, 170.020)
(-528.710, 281.180)
(-196.520, -59.930)
(-950.140, 444.180)
(-882.720, 1131.940)
(-369.870, -239.580)
(923.070, 581.570)
(-715.660, 598.220)
(-1002.870, 59.030)
(856.070, 577.810)
(-745.130, 259.850)
(2.230, 352.710)
(505.530, 1114.630)
(-837.540, 432.550)
(-151.090, -327.060)
(-535.460, 125.630)
(-865.530, 812.920)
(-203.220, -331.580)
(-749.040, 377.770)
(-804.430, -131.160)
(-286.870, -229.600)
(-571.220, -762.360)
(-468.120, 224.880)
(-955.560, -858.630)
83 Clones Eliminated
(197.290, -869.710)
(78.600, 972.780)
(906.970, 331.870)
(-474.940, 638.190)
(-1029.540, 513.230)
(1087.940, 685.040)
(31.680, 559.280)
(-985.240, 147.370)
(-744.700, -37.540)
(-835.300, 893.680)
(-949.660, -297.080)
(583.270, 723.500)
(-822.320, 753.630)
(872.160, 1027.270)
(-266.020, 984.330)
(-325.530, 313.620)
(1128.300, -614.810)
(363.270, 1068.610)
(-682.140, -171.500)
(-903.360, -122.670)
(814.400, 706.400)
(-274.260, 767.330)
(126.070, -7.550)
(-715.960, -1039.020)
(-916.610, 947.190)
(-478.630, -72.400)
(-107.970, 120.680)
(382.760, 859.930)
(-449.770, 118.770)
(-154.740, 217.790)
(-279.760, 673.110)
(957.160, 604.800)
(-657.550, 233.860)
(809.660, -50.290)
(670.790, 991.260)
(-819.410, -894.370)
(609.940, 464.130)
(1032.940, -388.540)
(-484.580, -204.740)
(-682.720, -817.820)
(181.740, 418.750)
(-582.860, 38.680)
(13.640, 334.320)
(-765.640, 617.960)
(231.810, 78.230)
(1087.280, -501.700)
(484.350, 436.050)
(-885.460, 1014.230)
(280.110, 564.130)
(605.220, 368.550)
(-817.340, 1267.890)
(-691.280, 943.090)
(-612.810, 499.390)
(-936.680, 1052.210)
(-480.680, -127.390)
(-561.950, 276.240)
(-363.600, 84.150)
(-952.010, 1072.040)
(604.490, 236.010)
(-682.980, -449.100)
(-735.730, -536.640)
(-813.960, -555.060)
(-573.560, 372.440)
(-507.930, -112.100)
(54.980, 246.390)
(-924.930, 19.640)
(982.040, -68.100)
(-6.710, 217.150)
(-53.270, 17.910)
(-850.980, -514.450)
(-114.710, 721.980)
(645.160, -13.800)
(519.950, -30.830)
(347.370, 704.520)
(1025.070, 733.800)
(-672.080, -931.720)
(990.950, -342.390)
(-730.190, 444.590)
(-761.960, 314.710)
(-717.250, 157.250)
(1131.050, -77.170)
(621.420, 519.910)
(895.470, 882.210)
(-543.000, -341.380)
(-909.560, -1055.520)
(-667.510, -265.740)
(-167.870, 1068.230)
(-459.590, 916.940)
(-526.770, -80.390)
(-776.760, -271.350)
(92.640, 686.410)
(610.840, 958.830)
(-716.330, -189.490)
(168.920, 259.240)
(-500.690, 349.190)
(-897.380, 198.780)
(-606.300, 922.830)
(660.100, -92.680)
(-149.550, 255.430)
(-897.070, 109.140)
(-762.790, -223.650)
(-611.720, -325.460)
(900.550, 656.740)
(383.680, 208.100)
(468.360, 215.910)
(-226.370, -112.020)
(-155.040, 18.070)
(848.570, -129.450)
(-181.980, 894.740)
(697.940, 123.310)
(-1009.070, -426.530)
(953.060, 532.780)
(-451.250, 796.130)
(954.870, 660.840)
(-389.710, 824.910)
(-206.030, 110.100)
(-722.810, -790.550)
(-1099.450, -201.760)
(-1155.350, 3.590)
(350.910, 92.340)
(-675.100, 1085.250)
84 Clones Eliminated
(-842.990, -10.130)
(932.200, -1128.770)
(-219.910, 743.510)
(-555.970, -740.130)
(-420.660, -278.010)
(492.450, -148.590)
(1101.040, 62.660)
(-895.530, -826.710)
(37.820, -609.930)
(-38.850, -416.730)
(132.660, -257.570)
(-91.200, -264.490)
(-662.790, 926.530)
(118.940, -673.470)
(-671.880, 663.150)
(224.060, -164.210)
(-180.320, -308.370)
(360.370, -27.310)
(-855.170, 591.220)
(-105.890, -577.050)
(-35.570, -948.870)
(-776.570, -463.840)
(-605.730, 630.790)
(-781.280, 888.110)
(-1028.870, -652.920)
(206.930, 48.990)
(644.190, -236.020)
(-1247.320, -427.290)
(953.020, 910.480)
(-512.570, 741.880)
(-346.180, 928.830)
(-97.430, 236.810)
(-278.910, 423.470)
(341.520, -892.140)
(-276.590, -969.750)
(-539.610, 432.090)
(-225.040, -44.180)
(-297.840, -491.280)
(-365.800, 448.000)
(-268.040, 184.470)
(35.870, -785.610)
(686.560, -94.490)
(-788.070, 1104.210)
(654.100, -320.940)
(-803.220, 712.210)
(-952.320, -874.410)
(-621.220, 910.210)
(-78.980, 85.810)
(469.390, 8.060)
(-271.770, -324.830)
(-988.480, 956.290)
(-43.690, -20.200)
(-186.960, 913.510)
(373.560, -251.260)
(-142.960, 174.820)
(-167.130, 316.940)
(-917.700, -459.790)
(-273.330, 898.500)
(-553.500, 811.770)
(-130.320, -18.940)
(445.550, -353.940)
(-1062.610, -852.550)
(-1048.470, 642.760)
(-939.540, -589.150)
(554.480, 244.120)
(-214.800, 423.340)
(-935.940, 408.290)
(-529.600, 677.950)
(-347.290, -308.170)
(173.590, -39.090)
(575.860, -310.440)
(-851.670, -903.610)
(-1107.810, 921.360)
(-216.660, -637.510)
(1040.290, 1036.640)
(291.500, -142.600)
(-472.990, 715.020)
(527.260, -12.220)
(565.020, -146.620)
(-814.000, -886.970)
(117.130, -356.360)
(82.910, -515.920)
(-808.610, -961.180)
(45.840, -55.310)
(526.310, -225.110)
(-145.980, -204.220)
(-810.380, -901.550)
(53.380, -689.090)
(-9.230, -553.050)
(-757.410, 801.500)
(127.670, 140.410)
(-94.860, -45.750)
(-289.520, 550.380)
(-149.960, -664.860)
(110.400, -114.920)
(-801.910, -498.690)
(80.320, -954.760)
(-53.850, 491.570)
(441.150, -63.580)
(151.630, -129.220)
(771.070, -371.200)
(-155.240, -446.280)
(-373.200, -5.440)
(133.440, -86.650)
(-359.060, 294.080)
(-570.230, 900.270)
(-171.770, 543.110)
(-149.030, -693.180)
(254.070, -650.800)
(-785.230, 953.020)
(332.100, -590.340)
(-183.510, 108.530)
(834.620, 1133.220)
(-268.290, -525.440)
(-965.860, -490.460)
(1217.360, 460.030)
(61.950, 537.840)
(-502.690, 408.920)
(-42.430, -183.980)
(-206.390, 154.510)
(111.530, -386.040)
(19.790, -358.480)
(397.000, -413.030)
(-11.450, 437.790)
(-259.110, 48.240)
(97.840, -886.370)
(-139.390, 334.920)
(36.540, -113.690)
(458.860, -329.850)
(-845.830, 685.110)
(777.740, 90.680)
(-125.030, -38.290)
(-920.230, -721.760)
(124.870, -798.320)
(430.620, -202.850)
(-309.940, 363.050)
(-298.530, 47.790)
(259.690, -66.860)
(546.360, -124.500)
(38.150, -379.970)
(-821.140, 510.560)
(-658.730, 1049.030)
(-167.420, 291.790)
(990.930, 704.640)
(301.060, -301.320)
(-142.750, -483.270)
(-1172.020, 373.550)
(241.030, -41.630)
(-448.740, 850.160)
(815.210, 563.850)
(508.670, -373.380)
(-531.210, 911.890)
(169.480, -177.780)
(-165.830, -784.220)
(645.250, -20.180)
(-62.470, -359.740)
(297.230, -193.840)
(-997.720, -988.710)
(297.560, -587.220)
(-721.260, 509.830)
(343.920, -204.820)
(-881.680, -544.050)
(-221.060, 527.600)
(-88.240, 436.010)
(5.900, -84.330)
(-555.360, -433.680)
(151.960, 447.460)
(-1045.160, -1094.920)
(411.050, -103.340)
(-371.420, 630.860)
(-391.290, 89.090)
(-336.110, 495.200)
(-90.960, -757.420)
56 Clones Eliminated
(-830.440, -24.050)
(614.050, 431.940)
(250.600, 558.170)
(0.690, 192.460)
(-17.640, 397.360)
(-626.830, -919.150)
(411.770, 821.080)
(257.170, 654.270)
(350.440, 144.930)
(-127.100, 527.580)
(-913.490, -766.620)
(-237.490, -60.140)
(-659.950, -695.890)
(365.860, 459.220)
(-962.470, 383.690)
(624.130, 878.280)
(-702.960, 372.040)
(-77.740, 165.630)
(-815.100, 787.710)
(-490.630, 289.410)
(-819.110, 833.500)
(415.630, 584.450)
(-779.650, -956.640)
(231.470, 523.940)
(280.820, 368.350)
(-666.380, -570.760)
(-38.380, -148.090)
(616.130, 983.890)
(-384.740, 314.380)
(531.140, 46.250)
(-926.900, -974.150)
(-714.750, 649.040)
(-1156.250, -498.730)
(499.660, 146.070)
(537.840, -22.440)
(-952.510, 572.670)
(1016.130, -50.820)
(56.790, 620.830)
(362.220, 575.810)
(-208.290, 344.310)
(570.380, 836.440)
(-99.090, 237.400)
(-853.930, 438.030)
(966.100, -90.580)
(576.610, 23.300)
(-800.220, 658.290)
(-876.550, 781.800)
(195.570, 205.400)
(375.730, 231.620)
(1019.900, 901.990)
(-752.430, -518.690)
(880.580, -61.320)
(-437.910, 131.940)
(-849.460, -986.580)
(-204.600, 138.920)
(-455.180, -293.850)
(121.000, 198.530)
(-157.590, 294.960)
(-747.400, -684.140)
(-711.880, -477.510)
(523.840, 866.660)
(-892.040, -428.250)
(-323.400, 120.410)
(620.900, 152.860)
(-772.120, 390.280)
(892.630, 15.940)
(-565.570, 417.310)
(198.970, 549.790)
(-229.690, 585.750)
(490.290, 328.710)
(-690.490, -506.740)
(122.260, 39.560)
(386.030, 322.200)
(46.570, 250.080)
(-716.010, -648.980)
(812.820, 174.820)
(-662.390, 651.630)
(532.540, 917.250)
(-150.400, -235.420)
(845.090, 68.020)
(108.140, 776.110)
(-756.670, 548.840)
(73.540, 846.410)
(503.480, 627.580)
(121.890, 568.240)
(151.470, 47.150)
(-655.410, 541.750)
(-619.640, -711.180)
(739.130, -95.000)
(-749.970, 803.200)
(137.570, 648.640)
(286.540, -12.390)
(-269.640, 220.160)
(342.200, 257.400)
(-356.850, -83.130)
(-773.340, -545.500)
(-901.110, 762.910)
(547.200, 253.170)
(-944.500, 952.080)
(-969.430, 644.830)
(326.910, 338.840)
(-234.280, 229.220)
(-281.810, 428.890)
(-22.810, 74.610)
(529.630, 814.640)
(-951.760, 616.270)
(546.710, 186.550)
(-597.680, -418.250)
(482.610, 380.060)
(155.130, 538.240)
(-272.090, 135.620)
(-640.130, 675.220)
(369.670, 980.330)
(-876.980, -509.280)
(996.310, 237.320)
(216.110, 364.630)
(700.570, 35.510)
(-47.990, 640.200)
(-435.720, 177.920)
(-570.500, -758.350)
(-1141.220, 357.700)
(468.820, -215.910)
(-62.950, -3.270)
(-337.850, -131.290)
(103.210, 703.420)
(-39.370, -5.000)
(569.500, 1023.740)
(415.640, 41.730)
(-215.440, -161.080)
(173.200, 677.240)
(678.630, 137.960)
(817.230, 33.320)
(-825.340, 684.340)
(-847.140, -431.670)
(-275.140, 407.870)
(404.230, 1101.540)
(-819.640, 460.790)
(-919.090, 822.740)
(-441.130, 274.220)
(125.120, 243.910)
(-955.070, 424.460)
(-432.670, 28.290)
(137.130, 937.380)
(628.010, 1138.450)
(-334.470, -22.000)
(-912.410, 843.460)
(-404.070, 43.710)
(-719.150, 584.660)
7 Clones Eliminated
(989.480, -531.030)
(526.610, -479.860)
(-654.690, -114.220)
(-275.170, -175.190)
(391.770, -908.500)
(930.030, 704.710)
(585.190, 83.640)
(-863.640, -1.850)
(875.100, -16.420)
(-87.650, -601.060)
(-801.350, 530.640)
(-948.140, 576.730)
(-485.090, 270.150)
(486.040, -120.990)
(-402.850, -31.830)
(-931.170, -366.640)
(389.360, -24.750)
(691.890, -136.650)
(694.400, -317.970)
(143.810, -80.420)
(688.260, -964.160)
(868.040, -260.530)
(-265.120, -908.950)
(-886.610, 442.320)
(-956.140, -828.790)
(-9.890, -726.430)
(-183.670, -603.950)
(-875.520, -332.500)
(873.900, -938.900)
(111.780, -834.680)
(769.130, -653.680)
(973.620, 705.080)
(-371.370, -677.820)
(960.270, 883.940)
(-7.050, -548.420)
(511.060, -696.520)
(-408.610, -318.850)
(425.910, -626.520)
(401.790, -140.890)
(-751.140, -217.310)
(-454.100, -642.200)
(-467.490, -516.520)
(-509.510, -728.750)
(-948.650, -253.520)
(-358.250, -373.590)
(285.780, -523.580)
(-613.210, -490.900)
(-581.870, 347.440)
(873.190, -718.550)
(-870.150, 308.630)
(729.080, -191.370)
(-445.040, 61.430)
(-596.480, 173.610)
(-650.840, 581.900)
(-317.600, -615.200)
(434.960, 8.050)
(905.360, 986.090)
(-988.620, 215.440)
(-906.590, -982.610)
(678.480, 181.550)
(-764.880, -316.520)
(347.030, -562.390)
(416.850, -55.730)
(-85.220, -310.050)
(855.180, 986.210)
(134.320, -950.900)
(-841.320, -225.240)
(34.440, 54.720)
(395.470, -340.910)
(978.640, -170.850)
(977.280, -803.290)
(-664.530, 760.410)
(-841.470, -370.790)
(-476.570, -345.000)
(441.870, -280.400)
(240.470, -44.500)
(-549.450, -144.210)
(959.170, -206.880)
(3.810, -940.660)
(-7.370, -2.020)
(617.590, -843.280)
(624.500, -685.410)
(-869.260, -715.960)
(620.230, -55.660)
(922.110, 634.290)
(-250.460, 43.140)
(756.120, -485.700)
(935.160, 161.840)
(193.580, -823.010)
(-663.940, 270.640)
(-729.870, 318.200)
(-157.730, -528.160)
(35.590, -967.790)
(-609.200, 423.960)
(26.450, -953.790)
(-63.920, -105.420)
(-419.630, -56.330)
(-862.620, -275.330)
(-736.660, -497.240)
(-520.900, -207.390)
(216.480, -58.910)
(-329.180, 79.410)
(-217.660, -494.620)
(-951.600, 633.900)
(317.200, -489.670)
(561.940, -147.490)
(-798.900, -263.170)
(-947.740, -319.210)
(341.470, -130.600)
(417.360, -692.750)
(851.450, 953.990)
(785.360, -389.790)
(-624.780, -538.570)
(721.940, -856.660)
(42.040, -633.880)
(-909.900, -228.890)
(503.550, -195.070)
(669.800, -603.970)
(965.440, 587.430)
(919.710, 409.390)
(428.930, -110.660)
(-876.240, 357.750)
(369.590, -290.700)
(-382.410, 109.470)
(340.740, -371.800)
(471.100, -639.920)
(-230.810, 11.470)
(818.170, -359.020)
(-920.460, -283.160)
(-398.720, -597.330)
(-268.580, -454.520)
(-583.350, 425.510)
(-752.730, 487.650)
(-526.730, -965.180)
(-787.670, 645.110)
(-80.970, -510.480)
(-981.280, -233.830)
(-866.970, -234.940)
(-1042.170, -618.370)
(870.460, 723.880)
(-856.870, -937.860)
(-990.120, -312.970)
(-106.870, -226.010)
(403.890, 28.350)
(-498.990, -229.970)
(772.400, -229.360)
(-628.840, -30.630)
(686.140, -885.640)
(-188.250, -464.160)
(-971.320, 667.270)
(995.400, 248.780)
(-403.860, -388.610)
(-959.750, 244.300)
(-692.580, -219.120)
(85.870, -15.590)
(-591.340, 460.700)
(-880.650, -389.270)
(734.040, -556.580)
(59.540, -973.390)
(963.460, -320.500)
(-928.500, -693.370)
(333.890, -529.520)
(710.500, 49.230)
(-149.500, -333.110)
(20.450, -821.050)
(-620.510, -122.160)
(399.450, -611.150)
(247.570, -113.530)
(-29.530, -829.690)
(-517.710, 60.360)
(-741.690, -263.840)
(-180.390, -24.360)
(-932.260, 212.320)
(218.640, -44.290)
(909.110, 662.000)
(992.150, 86.000)
(-867.700, 249.840)
(-393.040, -653.670)
(-830.120, -437.890)
(394.230, -288.940)
(585.410, 134.860)
(-618.770, 464.730)
(-165.330, -676.540)
(-116.570, -316.750)
(380.360, -278.870)
(-988.780, 639.990)
(-111.080, -244.210)
(-719.280, 584.090)
(-550.810, -986.910)
(203.940, -60.150)
(-237.740, -380.190)
(346.120, -445.760)
(-477.110, 122.240)
(-411.350, -702.460)
(-972.550, -451.060)
(-816.740, -338.820)
(513.000, -69.510)
(-594.100, 133.470)
(841.140, 136.230)
(438.460, -171.750)
(-533.420, -348.780)
(-950.810, -712.760)
(-483.750, -702.390)
(-343.180, 137.520)
(-495.970, -631.200)
(-452.330, -721.540)
(718.050, -87.440)
(-867.430, -969.460)
(-442.170, -478.990)
(-351.050, -458.770)
(-977.290, 780.970)
(657.170, 43.330)
(-524.990, -989.040)
(-138.970, -317.630)
(-533.850, -239.270)
(-784.010, 807.320)
(381.220, -112.230)
(-650.670, 318.010)
(-711.500, 451.040)
(-824.240, 573.520)
(639.020, -873.290)
(842.110, -675.840)
(-926.200, -230.050)
(328.540, -679.810)
(514.890, -650.570)
(-459.440, -148.780)
(-570.860, 123.080)
(-441.930, 168.540)
(-886.420, 721.600)
(-696.200, 574.980)
(606.140, -632.340)
(450.640, -54.890)
(-469.660, -368.430)
(-975.370, 469.500)
(-917.040, 722.970)
(181.640, -813.360)
(-995.180, 185.660)
(828.570, 422.670)
(726.380, -513.830)
(524.160, -47.630)
(747.460, -714.470)
(-966.710, 537.770)
(7.960, -476.430)
(-894.760, 217.770)
(835.940, 983.930)
(-628.230, 482.650)
(295.680, -714.900)
(820.130, -763.880)
(-246.520, -651.790)
(-419.970, -637.680)
(816.820, 391.660)
(-996.480, 561.880)
54 Clones Eliminated
(-384.820, -966.840)
(786.880, 191.750)
(-648.270, -320.850)
(-408.020, 555.430)
(-592.380, 128.130)
(-213.190, -222.200)
(-11.600, 1091.720)
(578.800, -881.270)
(604.770, -992.840)
(-93.110, -556.270)
(169.490, -586.360)
(903.130, -858.980)
(-423.960, -106.950)
(-807.460, 317.780)
(-338.500, -258.790)
(-1065.420, 231.030)
(-52.750, -278.970)
(-238.240, 268.670)
(28.820, -259.580)
(-760.030, 343.810)
(276.340, -762.470)
(-957.950, 443.960)
(-707.910, -776.830)
(-451.230, 182.150)
(546.880, -1148.480)
(-728.390, 666.080)
(-318.300, 31.040)
(-137.900, -94.540)
(-322.910, 1225.780)
(-7.990, -1031.000)
(-229.480, -105.050)
(328.080, -1133.270)
(-744.820, 71.220)
(405.560, -753.440)
(-50.820, 691.360)
(-1044.860, 168.770)
(-507.470, 61.710)
(94.610, 1499.100)
(-800.790, 1061.640)
(-988.910, 361.970)
(319.400, -876.110)
(-922.080, 1037.450)
(-12.900, -936.570)
(-1025.720, 806.490)
(-861.910, -453.110)
(-674.150, -98.970)
(-402.030, 31.810)
(-657.430, 422.180)
(-238.170, -589.930)
(-560.120, 273.850)
(637.070, -755.660)
(-734.390, 504.470)
(-104.930, -711.860)
(725.190, -745.090)
(1.660, -441.140)
(-431.120, 1.540)
(-458.790, -539.370)
(-311.270, 138.350)
(-938.450, 319.000)
(-981.430, 914.820)
(-251.480, -360.250)
(-165.890, 865.450)
(-819.070, 382.060)
(-225.840, 93.270)
(-412.380, -564.070)
(1058.020, -1012.210)
(-841.450, 740.230)
(-43.890, 866.450)
(-27.600, -223.750)
(-1097.910, -898.630)
(-629.210, 1106.080)
(-623.800, -637.350)
(-526.670, -74.860)
(215.520, -815.510)
(468.080, -968.000)
(-989.020, -137.260)
(-1105.010, 473.820)
(-132.950, -161.260)
(-962.970, 723.620)
(-303.620, -507.190)
(-94.870, 24.160)
(-749.570, -501.000)
(664.380, -837.360)
(-888.860, -4.640)
(-410.030, 50.680)
(915.390, -1002.740)
(24.970, -337.770)
(26.490, -490.420)
(137.410, -765.600)
(-743.520, 800.910)
(-651.630, 575.230)
(-197.660, -590.920)
(1000.590, -706.890)
(-142.660, -1260.680)
(-726.630, 601.900)
(-0.530, -359.960)
(1046.040, -1065.590)
(-32.730, 768.850)
(399.630, -691.420)
52 Clones Eliminated
(746.440, 849.280)
(-898.770, 96.450)
(-620.240, 556.980)
(657.260, -837.600)
(-13.830, 874.110)
(-552.030, -746.790)
(-802.020, -680.260)
(805.040, -872.950)
(95.430, -968.310)
(701.440, -970.550)
(-93.500, -972.020)
(290.400, 923.550)
(-596.570, 381.630)
(955.570, 750.780)
(-477.130, 436.750)
(-290.000, 910.770)
(-28.410, -673.900)
(-533.290, -1021.090)
(-514.800, -553.990)
(-1134.330, -477.650)
(-983.860, -286.230)
(981.350, -729.540)
(-574.180, -834.320)
(-819.810, 470.680)
(1038.300, 949.070)
(980.840, -941.110)
(-894.400, -271.530)
(-350.250, 669.030)
(-1074.850, -912.200)
(-297.670, 730.710)
(-211.530, 1031.380)
(-460.470, 786.050)
(-958.720, -459.920)
(-407.540, -704.330)
(-755.870, 548.230)
(260.900, -889.720)
(-359.070, -640.570)
(171.020, 1111.810)
(437.000, 892.890)
(-605.580, -220.020)
(301.370, 788.770)
(-182.270, 670.190)
(-141.130, 881.450)
(318.090, -889.550)
(-135.640, 761.280)
(578.400, 803.440)
(363.380, -750.400)
(-431.130, -388.690)
(897.690, 858.310)
(214.660, -844.670)
(355.490, 785.950)
(-712.170, 404.020)
(689.400, 732.160)
(-538.060, 202.590)
(-589.230, -463.220)
(-188.340, 841.680)
(163.160, 919.400)
(-310.580, -939.050)
(-737.220, -925.130)
(-764.580, -267.510)
(-707.730, 469.650)
(-419.810, 573.230)
(-838.120, -926.550)
(-460.560, -562.830)
(-487.710, -681.990)
(139.560, 809.560)
(154.240, 959.000)
(-231.030, 654.760)
(922.370, 938.430)
(-17.430, 773.430)
(627.820, 898.660)
(-550.550, 95.250)
(-375.430, -770.260)
(-962.100, 617.400)
(532.720, -963.540)
(829.550, 1019.460)
(-291.120, -855.260)
(-287.330, -582.150)
(978.780, 650.840)
(-847.540, -1093.730)
(-598.580, -540.120)
(-60.240, -842.080)
(-956.810, -510.770)
(-590.480, -94.190)
(233.670, -961.240)
(93.830, 909.080)
(887.480, 665.620)
(896.170, -799.400)
(-879.210, -318.370)
(-123.670, -787.000)
(-960.610, 470.740)
(-616.830, -232.090)
(509.540, 869.620)
(-527.980, -239.150)
(-24.390, -828.830)
(866.320, 796.560)
(599.790, 863.140)
(-630.080, -118.210)
(-771.660, -378.300)
(855.840, 637.360)
(684.680, -921.800)
(-644.390, -227.610)
(-589.680, -255.330)
(-468.190, 278.000)
(-506.670, -684.330)
(-891.480, 466.730)
(-385.910, -887.570)
(762.520, -797.620)
(110.970, 813.750)
(-483.690, -201.400)
(-527.210, 249.810)
(-873.590, 543.590)
(325.250, -1040.640)
(78.200, 1061.140)
(-706.560, -981.900)
(-552.700, -222.820)
(725.010, -1027.370)
(-74.700, -811.280)
(441.870, -903.050)
(-709.180, -956.090)
(536.900, 1107.950)
(831.850, 999.890)
(-504.870, -263.170)
(-262.730, -875.110)
(-907.970, 555.280)
(-517.450, 739.050)
(624.500, -694.990)
(831.340, -721.900)
(-513.120, -745.200)
(1049.850, -845.420)
(-1054.110, 502.050)
(-685.410, -483.840)
(-833.620, 575.730)
(-222.170, -947.180)
(-230.820, -877.050)
(-496.250, -584.670)
(-40.180, 1075.290)
(-246.090, 577.500)
(-649.150, -173.760)
(625.470, -1028.460)
(-441.770, 366.970)
(-483.750, -83.420)
(687.060, -659.260)
(-834.470, 419.480)
(-816.640, -450.100)
(-676.910, -276.130)
(-284.280, -990.170)
(-537.770, -517.150)
(41.740, -687.200)
(483.460, 978.340)
(548.590, 891.530)
(-680.960, 422.400)
(-694.290, -914.090)
(56.560, 933.810)
(-243.340, -705.350)
(-1011.410, -365.000)
(-684.150, 349.150)
(-687.390, 509.960)
(-697.730, -1076.240)
(-593.520, 638.110)
(-327.650, -995.990)
(799.800, 965.200)
(-955.090, -348.550)
(-653.500, -529.840)
(-438.390, -610.350)
(-557.150, -638.750)
(847.920, 912.210)
(856.670, -976.910)
(-449.090, -891.720)
(-413.720, -776.780)
(-872.310, -395.130)
(946.860, 611.440)
(426.250, -891.460)
(-285.100, -532.910)
(-803.970, -251.650)
(-448.890, 827.810)
(799.740, -643.690)
(781.180, 995.240)
(-429.100, 491.660)
(-553.080, 47.090)
(-523.060, 122.950)
(19.570, 705.580)
(900.780, -684.800)
(-620.120, 482.300)
(-728.020, 377.650)
(932.510, 643.370)
(-247.120, 1024.410)
(191.670, 826.100)
(-544.610, 857.590)
(-496.620, 567.580)
(962.860, -766.720)
(-578.940, -600.170)
(-654.560, 497.600)
(-594.890, 736.190)
(15.250, -682.310)
(-859.460, 451.100)
(859.140, -796.730)
(-396.010, -794.030)
(-425.340, -815.610)
(-447.430, 896.590)
(-755.670, -988.970)
(-332.700, 68.400)
(-547.270, -395.160)
(445.550, -1008.340)
(679.240, 945.380)
(-831.710, 531.710)
(-589.250, -918.430)
(-228.140, -766.160)
(-957.700, 551.460)
(488.540, -936.720)
(-319.210, 559.830)
(-107.860, 836.070)
(830.010, 764.570)
(605.960, -955.500)
(-564.200, -663.680)
(428.740, 1050.230)
(1029.450, -596.610)
(364.400, -1085.880)
(969.950, -650.300)
(-806.420, 426.170)
(-725.540, -948.420)
(-889.860, -416.890)
(-310.120, 654.480)
(23.210, 949.370)
(-745.870, -235.350)
(-164.080, -824.780)
(492.000, 820.680)
(945.940, 638.910)
(-983.100, -486.140)
(281.140, -834.960)
(-64.280, 809.470)
(-225.560, -870.550)
(-347.310, -603.790)
(-324.240, 449.230)
(480.120, 836.090)
(-289.620, 797.640)
(40.280, 795.280)
(-796.840, -325.160)
(-292.910, 584.200)
(-195.000, 715.250)
(-931.880, -865.020)
(717.140, 983.580)
